time (hr),demand (kW),solar capacity factor (kW),wind capacity factor (kW),dispatch solar (kW per unit deployed),dispatch wind (kW per unit deployed),dispatch natgas (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW),dispatch unmet demand (kW),price ($/kWh)
0.0,1.0387032264811307,0.00233589,0.489697811,0.0021019678018575436,1.036601258679273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7871899214678257,0.0,0.0,3.1499999999999997e-09
1.0,1.042828507922239,0.0,0.497820685,0.0,1.042828507922239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.827802375085296,0.0,0.0,3.1499999999999997e-09
2.0,1.0149995439386235,0.0,0.503230723,0.0,1.0149995439386235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8868277570342369,0.0,0.0,3.1499999999999997e-09
3.0,0.9965781807332512,0.0,0.509290041,0.0,0.9965781807332512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.940189543377638,0.0,0.0,3.1499999999999997e-09
4.0,0.9745299515651223,0.0,0.507399098,0.0,0.9745299515651223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9513338476238709,0.0,0.0,3.1499999999999997e-09
5.0,0.9327342160261554,0.0,0.493710266,0.0,0.9327342160261554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9141943659741392,0.0,0.0,3.1499999999999997e-09
6.0,0.9095512012868037,0.0,0.469856928,0.0,0.9095512012868037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.799829603393596,0.0,0.0,3.1499999999999997e-09
7.0,0.886096726983435,0.0,0.445695679,0.0,0.8860967269834351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6839607638185254,0.0,0.0,3.1499999999999997e-09
8.0,0.8645980904409468,0.0,0.422016964,0.0,0.8645980904409468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5689185682962836,0.0,0.0,3.1499999999999997e-09
9.0,0.8545007175900339,0.0,0.402636474,0.0,0.854500717590034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4672603737347683,0.0,0.0,3.1499999999999997e-09
10.0,0.8507692735001141,0.0,0.39048308,0.0,0.8507692735001141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400910543179062,0.0,0.0,3.1499999999999997e-09
11.0,0.8588841076002471,0.0,0.383414637,0.0,0.8588841076002471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3520362722335553,0.0,0.0,3.1499999999999997e-09
12.0,0.8701652183371611,0.001713511,0.370354595,0.001541915479808005,0.8686233028573531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2669877115197379,0.0,0.0,3.1499999999999997e-09
13.0,0.8873338658493106,0.022835818,0.353402923,0.020548978832513054,0.8667848870167976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1710760847685229,0.0,0.0,3.1499999999999997e-09
14.0,0.9071214232050357,0.07177203,0.351978638,0.06458458922892502,0.8425368339761107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1871111474084506,0.0,0.0,3.1499999999999997e-09
15.0,0.9358070396982502,0.156272327,0.35474052,0.14062280316083084,0.7951842365374194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.250389848368579,0.0,0.0,3.1499999999999997e-09
16.0,0.9612262510925412,0.254172169,0.355558635,0.22871869624267155,0.7325075548498697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.317784104587713,0.0,0.0,3.1499999999999997e-09
17.0,0.9760051735076591,0.326898601,0.364141626,0.2941621111329198,0.6818430623747394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4179415164524336,0.0,0.0,3.1499999999999997e-09
18.0,0.9804174893402825,0.355445266,0.364137457,0.3198500376536094,0.6605674516866731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4391930870382865,0.0,0.0,3.1499999999999997e-09
19.0,0.9750261422109637,0.337477858,0.344982956,0.30368193337693644,0.6713442088340273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3179639043972051,0.0,0.0,3.1499999999999997e-09
20.0,0.9625279181006176,0.277657425,0.306721484,0.24985207663745967,0.7126758414631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.056001497551595,0.0,0.0,3.1499999999999997e-09
21.0,0.9547334938794306,0.188480083,0.265579304,0.16960518935285362,0.785128304526577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7463069590564271,0.0,0.0,3.1499999999999997e-09
22.0,0.9590301064224136,0.098816494,0.246162472,0.08892074912793373,0.8701093572944799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5493607765362943,0.0,0.0,3.1499999999999997e-09
23.0,0.9907974459177648,0.032117527,0.237900573,0.028901192962549734,0.9618962529552151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40993250490161964,0.0,0.0,3.1499999999999997e-09
24.0,1.0242981159247575,0.002538671,0.229780602,0.0022844417765860085,1.0220136741481713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3029921206939272,0.0,0.0,3.1499999999999997e-09
25.0,1.0374215849654975,0.0,0.220649176,0.0,1.0374215849654975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234928797453355,0.0,0.0,3.1499999999999997e-09
26.0,1.0358128590733873,0.0,0.211841671,0.0,1.0358128590733873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18574996747031458,0.0,0.0,3.1499999999999997e-09
27.0,1.0288239102145107,0.0,0.207879237,0.0,1.0288239102145107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16988995533778686,0.0,0.0,3.1499999999999997e-09
28.0,1.0030397872914412,0.0,0.203906823,0.0,1.0030397872914412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17276756864386159,0.0,0.0,3.1499999999999997e-09
29.0,0.9681773737990412,0.0,0.201541219,0.0,0.9681773737990412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19398897423124414,0.0,0.0,3.1499999999999997e-09
30.0,0.9301553591673162,0.0,0.201282033,0.0,0.9301553591673162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23051641991784155,0.0,0.0,3.1499999999999997e-09
31.0,0.9052857393987411,0.0,0.200577512,0.0,0.9052857393987411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25132349306819546,0.0,0.0,3.1499999999999997e-09
