time (hr),demand (kW),solar capacity factor (kW),wind capacity factor (kW),dispatch solar (kW per unit deployed),dispatch wind (kW per unit deployed),dispatch natgas (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW),dispatch unmet demand (kW),price ($/kWh)
0.0,1.0387032264811307,0.00233589,0.489697811,0.00204647651393957,1.036656749967191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3104775627463236,0.6011419478457993,0.0,2.625e-09
1.0,1.042828507922239,0.0,0.497820685,0.0,1.042828507922239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326651427004499,0.6011419478457993,0.0,2.625e-09
2.0,1.0149995439386235,0.0,0.503230723,0.0,1.0149995439386235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3693631363448915,0.6011419478457993,0.0,2.625e-09
3.0,0.9965781807332512,0.0,0.509290041,0.0,0.9965781807332512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4044533818815398,0.6011419478457993,0.0,2.625e-09
4.0,0.9745299515651223,0.0,0.507399098,0.0,0.9745299515651223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42129972094220947,0.6011419478457993,0.0,2.625e-09
5.0,0.9327342160261554,0.0,0.493710266,0.0,0.9327342160261554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42543816074911367,0.6011419478457993,0.0,2.625e-09
6.0,0.9095512012868037,0.0,0.469856928,0.0,0.9095512012868037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38300182949438427,0.6011419478457993,0.0,2.625e-09
7.0,0.886096726983435,0.0,0.445695679,0.0,0.8860967269834351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33998990996305567,0.6011419478457993,0.0,2.625e-09
8.0,0.8645980904409468,0.0,0.422016964,0.0,1.0545766719155796,0.0,0.0,0.1899785814746327,0.0,0.0,0.0,0.0,0.0,0.0,0.10637099822130823,0.6011419478457993,0.0,2.625e-09
9.0,0.8545007175900339,0.0,0.402636474,0.0,1.1076329064403005,0.0,0.0,0.2531321888502666,0.0,0.17098072332716943,0.0,0.0,0.0,0.0,0.0,0.6011419478457993,0.0,2.625035757449577e-09
